identifier,filename,subject_topical 1,subject_topical_authority 1,subject_topical_URI 1,subject_topical 2,subject_topical_authority 2,subject_topical_URI 2,subject_topical 3,subject_topical_authority 3,subject_topical_URI 3,subject_topical 4,subject_topical_authority 4,subject_topical_URI 4,subject_topical 5,subject_topical 6,subject_topical_URI 6,subject_topical_authority 6,subject_topical 7,subject_topical_authority 7,subject_topical_URI 7,subject_topical 8,subject_authority 8,subject_topical_URI 8,subject_local_label 1,subject_local_code 1,subject_local_label 2,subject_local_code 2,subject_local_label 3,subject_local_code 3,subject_local_label 4,subject_local_code 4,subject_local_label 5,subject_local_code 5,subject_geographic 1,subject_geographic_URI 1,subject_geographic_coordinates 1,subject_geographic 2,subject_geographic_URI 2,subject_geographic_coordinates 2,subject_geographic 3,subject_geographic_URI 3,subject_geographic_coordinates 3,subject_geographic 4,subject_geographic_URI 4,subject_geographic_coordinates 4,subject_name 1,subject_name_authority 1,subject_name_URI 1,subject_name 2,subject_authority 2,subject_name_URI 2,subject_name 3,subject_authority 3,subject_URI 3,subject_name 4,subject_name 5,subject_temporal,subject_temporal_local,shelf_locator,classification_number,collection,collection_identifier,holdingsExternal_city,holdingsExternal_county,holdingsExternal_state,physicalLocation@type=accessionNumber,repository,repository_URI,sublocation,record_creation_date,record_source,extent,internet_media_type,name_role 1 1,name_role_URI 1 1,name_role 1 2,name_role_URI 1 2,name_corporate 1,name_corporate_authority 1,name_corporate_URI 1,name_personal 1,name_authority 1,name_personal_URI 1,name_desc 1,name_role 2,name_role_URI 2,name_corporate 2,name_corporate_authority 2,name_corporate_URI 2,name_personal 2,name_personal_authority 2,name_personal_URI 2,name_description 2,name_role 3,name_role_URI 3,name_corporate 3,name_personal 3,name_personal_authority 3,name_personal_URI 3,name_desc 3,date_single,date_text,date_range_end,date_qualifier,public_note,place_of_origin 1,place_of_origin_URI 1,place_of_origin 2,place_of_origin_URI 2,date_publication,date_publication_qualifier,publisher,relatedItem@type=host_title,relatedItem@type=host_detail@type=issue,language,title_initial_article,title_work,item_type 1,item_type 2,form 1,form_URI 1,form 2,form_URI 2,genre,genre_URI,rights,abstract,digital_origin,language_of_ cataloging,project_url,project_title
0058_000051_000200_0001,0058_000051_000200_0001.jpeg,,,,,,,,,,,,,,Businesspeople,http://id.worldcat.org/fast/842980,fast,Capitalists and financiers,fast,http://id.worldcat.org/fast/846463,,,,"Trade, Business and Industry",D.22,,,,,,,,,Kingsport (Tenn.),http://id.loc.gov/authorities/names/n81108036,"36.54833N, 82.56194W",Appalachian Mountains,http://id.loc.gov/authorities/subjects/sh85006071,"40.00028N, 78.00000W",Sullivan County (Tenn.),http://id.loc.gov/authorities/names/n79145814,"36.51667N,  82.53333W",,,,"Johnson, J. Fred",,,,,,,,,,,,Era 8 - The Great Depression and World War II (1929-1945),Manuscript Number KCMC 49,,"Johnson, J. Fred and Family. Collection, 1893-mid 1990s",,Kingsport,Sullivan County,Tennessee,,Archives of the City of Kingsport,,,2007-07-06,"University of Tennessee, Knoxville. Special Collections",1 digital image; 1 photograph,image/jpeg,Photographer,http://id.loc.gov/vocabulary/relators/pht,,,unknown,,,,,,,Associated name,http://id.loc.gov/vocabulary/relators/asn,,,,"Johnson, J. Fred",,,Entrepreneur and Economic Promoter of City Of Kingsport,,,,,,,,1916,probably between 1916 and 1944,1944,inferred,,Kingsport (Tenn.),http://id.loc.gov/authorities/names/n81108036,,,,,,,,eng,,Photograph of J. Fred Johnson,still image,,photographs,http://vocab.getty.edu/aat/300046300,,,,,"May be protected by copyright. For more information, contact Special Collections at special@utk.edu.","This photograph was taken of J. Fred Johnson (right), the founder of modern Kingsport, Tennessee.",reformatted digital,eng,http://diglib.lib.utk.edu/cgi/b/bib/bib-idx?c=vvs-bib&cc=vvs-bib,Volunteer Voices
0058_000052_000202_0001,0058_000052_000202_0001.jpeg,Education,lcsh,http://id.loc.gov/authorities/subjects/sh85040989,,,,,,,,,,,Schools,http://id.worldcat.org/fast/1107958,fast,School facilities,fast,http://id.worldcat.org/fast/1107385,,,,African-Americans,D.1,Children and Childhood,D.4,Education,D.6,,,,,Kingsport (Tenn.),http://id.loc.gov/authorities/names/n81108036,"36.54833N, 82.56194W",Sullivan County (Tenn.),http://id.loc.gov/authorities/names/n79145814,"36.51667N, 82.53333W",,,,,,,Oklahoma Grove School,,,Kingsport Public School,,,,,,,,,Era 7 - The Emergence of Modern America (1890-1930),Manuscript Number KCMC 186,,"Calhoun, Edgar.  Photographs and Negatives, 1882-1974",,Kingsport,Sullivan County,Tennessee,,Archives of the City of Kingsport,,,2007-07-06,"University of Tennessee, Knoxville. Special Collections",1 digital image; 1 photograph,image/jpeg,Photographer,http://id.loc.gov/vocabulary/relators/pht,,,unknown,,,,,,,,,,,,,,,,,,,,,,,1900,between 1900 and 1975?,1975,questionable,,Kingsport (Tenn.),http://id.loc.gov/authorities/names/n81108036,,,,,,,,eng,,"Photograph of the Oklahoma School in Kingsport, Tennessee",still image,,photographs,http://vocab.getty.edu/aat/300046300,,,,,"May be protected by copyright. For more information, contact Special Collections at special@utk.edu.","This photograph is of the Oklahoma School in Kingsport, Tennessee.  The verso side reads, ""where Robert E. Lee School now standing.""",reformatted digital,eng,http://diglib.lib.utk.edu/cgi/b/bib/bib-idx?c=vvs-bib&cc=vvs-bib,Volunteer Voices
0058_000065_000201_0001,0058_000065_000201_0001.jpeg,,,,,,,Bus drivers,lcsh,http://id.loc.gov/authorities/subjects/sh85018224,,,,,Local transit,http://id.worldcat.org/fast/1001523,fast,,,,,,,Transportation and Internal Improvements,D.23,,,,,,,,,Kingsport (Tenn.),http://id.loc.gov/authorities/names/n81108036,"36.54833N, 82.56194W",Sullivan County (Tenn.),http://id.loc.gov/authorities/names/n79145814,"36.51667N, 82.53333W",,,,,,,"Amalgamated Association of Street, Electric Railway and Motor Coach Employees of America",naf,http://id.loc.gov/authorities/names/n81112250,,,,,,,,,,Era 9 - Postwar United States (1945-1970's),Manuscript Number KMMC 21,,"Amalgamated Association of Street, Electric Railway and Motor Coach Employees of America. Photograph of City Bus Drivers.",,Kingsport,Sullivan County,Tennessee,,Archives of the City of Kingsport,,,2007-07-06,"University of Tennessee, Knoxville. Special Collections",1 digital image; 1 photograph,image/jpeg,Attributed name,http://id.loc.gov/vocabulary/relators/att,,,Kingsport (Tenn.),naf,http://id.loc.gov/authorities/names/n81108036,,,,,,,,,,,,,,,,,,,,,1935,between 1935 and 1965?,1965,questionable,,Kingsport (Tenn.),http://id.loc.gov/authorities/names/n81108036,,,,,,,,eng,,"Bus drivers of the city of Kingsport, Tennessee",still image,,photographs,http://vocab.getty.edu/aat/300046300,,,,,"May be protected by copyright. For more information, contact Special Collections at special@utk.edu.","This photograph is of the bus drivers in Kingsport, Tennessee, holding their union's charter, The Amalgamated Association of Street, Electric Railway and Motor Coach Employees. The men are unidentified.",reformatted digital,eng,http://diglib.lib.utk.edu/cgi/b/bib/bib-idx?c=vvs-bib&cc=vvs-bib,Volunteer Voices
0059_000050_000200_0001,0059_000050_000200_0001.jpeg,,,,,,,,,,,,,,,,,,,,,,,Women,D.25,,,,,,,,,Stewart County (Tenn.),http://id.loc.gov/authorities/names/n81092195,"36.48333N, 87.83334W",,,,,,,,,,,,,,,,,,,,,,Era 7 - The Emergence of Modern America (1890-1930),,,Mary Florence Betts Scrapbook,,Dover,Stewart County,Tennessee,,Stewart County Public Library,,,2007-07-17,Middle Tennessee State University,1 digital image; 1 page,image/jpeg,Creator,http://id.loc.gov/vocabulary/relators/cre,,,,,,"Betts, Mary Florence",,,,,,,,,,,,,,,,,,,,1900,between 1900 and 1999?,1999,questionable,,,,,,,,,,,eng,,"Mary Florence Betts, Hestella Howard and Audie Vinson Keatts",still image,,photographs,http://vocab.getty.edu/aat/300046300,,,,,"May be protected by copyright. For more information, contact Special Collections at special@utk.edu.","Mary Florence Betts, Hestella Howard, Audie Vinson Keatts are the women in the photograph.",reformatted digital,eng,http://diglib.lib.utk.edu/cgi/b/bib/bib-idx?c=vvs-bib&cc=vvs-bib,Volunteer Voices
0059_000050_000201_0001,0059_000050_000201_0001.jpeg,,,,,,,,,,,,,,,,,,,,,,,Education,D.6,,,,,,,,,Stewart County (Tenn.),http://id.loc.gov/authorities/names/n81092195,"36.48333N, 87.83334W",,,,,,,,,,,,,,,,,,,,,,Era 8 - The Great Depression and World War II (1929-1945),,,Mary Florence Betts Scrapbook,,Dover,Stewart County,Tennessee,,Stewart County Public Library,,,2007-07-17,Middle Tennessee State University,1 digital image; 1 page,image/jpeg,Compiler,http://id.loc.gov/vocabulary/relators/com,,,,,,"Betts, Mary Florence",,,,,,,,,,,,,,,,,,,,1938,between 1938 and 1942,1942,,,Stewart County (Tenn.),http://id.loc.gov/authorities/names/n81092195,,,,,,,,eng,,"Teacher and students of Antioch School, Stewart County Tennessee",still image,,photographs,http://vocab.getty.edu/aat/300046300,,,,,"May be protected by copyright. For more information, contact Special Collections at special@utk.edu.",A one teacher elementary school in rural northern Stewart County. Photograph depicts the teacher with pupils.,reformatted digital,eng,http://diglib.lib.utk.edu/cgi/b/bib/bib-idx?c=vvs-bib&cc=vvs-bib,Volunteer Voices
0059_000050_000202_0001,0059_000050_000202_0001.jpeg,Education--Tennessee,lcsh,http://id.loc.gov/authorities/subjects/sh2009102520,,,,,,,,,,,,,,,,,,,,Education,D.6,,,,,,,,,Stewart County (Tenn.),http://id.loc.gov/authorities/names/n81092195,"36.48333N, 87.83334W",,,,,,,,,,Asbury School,,,,,,,,,,,,Era 8 - The Great Depression and World War II (1929-1945),,,Mary Florence Betts Scrapbook,,Dover,Stewart County,Tennessee,,Stewart County Public Library,,,2007-07-17,Middle Tennessee State University,1 digital image; 1 page,image/jpeg,Compiler,http://id.loc.gov/vocabulary/relators/com,,,,,,"Betts, Mary Florence",,,,,,,,,,,,,,,,,,,,1940,between 1940 and 1941,1941,,,Stewart County (Tenn.),http://id.loc.gov/authorities/names/n81092195,,,,,,,,eng,,"Teacher and students of Asbury School, Stewart County, Tennessee",still image,,photographs,http://vocab.getty.edu/aat/300046300,,,,,"May be protected by copyright. For more information, contact Special Collections at special@utk.edu.","Nine students and the teacher stand outside the one-teacher Asbury School in Stewart County, Tennessee. Writing on the photo indicates school closed in 1941.",reformatted digital,eng,http://diglib.lib.utk.edu/cgi/b/bib/bib-idx?c=vvs-bib&cc=vvs-bib,Volunteer Voices
0059_000050_000203_0001,0059_000050_000203_0001.jpeg,Education--Tennessee,lcsh,http://id.loc.gov/authorities/subjects/sh2009102520,,,,,,,,,,,,,,,,,,,,Education,D.6,,,,,,,,,Stewart County (Tenn.),http://id.loc.gov/authorities/names/n81092195,"36.48333N, 87.83334W",,,,,,,,,,Big Meadow School,,,,,,,,,,,,Era 8 - The Great Depression and World War II (1929-1945),,,Mary Florence Betts Scrapbook,,Dover,Stewart County,Tennessee,,Stewart County Public Library,,,2007-07-17,Middle Tennessee State University,1 digital image; 1 scrapbook,image/jpeg,Compiler,http://id.loc.gov/vocabulary/relators/com,,,,,,"Betts, Mary Florence",,,,,,,,,,,,,,,,,,,,1940,between 1940 and 1941,1941,,,Stewart County (Tenn.),http://id.loc.gov/authorities/names/n81092195,,,,,,,,eng,,"Big Meadow School, Stewart County, Tennessee",still image,,photographs,http://vocab.getty.edu/aat/300046300,,,,,"May be protected by copyright. For more information, contact Special Collections at special@utk.edu.",Eight students and their teachers stand outside the Big Meadow School in rural northeastern Stewart County. The land the school was upon was later taken over for the Fort Campbell Army base.,reformatted digital,eng,http://diglib.lib.utk.edu/cgi/b/bib/bib-idx?c=vvs-bib&cc=vvs-bib,Volunteer Voices
0059_000050_000204_0001,0059_000050_000204_0001.jpeg,Education--Tennessee,lcsh,http://id.loc.gov/authorities/subjects/sh2009102520,,,,,,,,,,,,,,,,,,,,Education,D.6,,,,,,,,,,,,,,,,,,,,,Blue Springs School,,,,,,,,,,,,Era 8 - The Great Depression and World War II (1929-1945),,,Mary Florence Betts Scrapbook,,Dover,Stewart County,Tennessee,,Stewart County Public Library,,,2007-07-17,Middle Tennessee State University,1 digital image; 1 scrapbook,image/jpeg,Compiler,http://id.loc.gov/vocabulary/relators/com,,,,,,"Betts, Mary Florence",,,,,,,,,,,,,,,,,,,,1940-41,1940-41,,,,Stewart County (Tenn.),http://id.loc.gov/authorities/names/n81092195,,,,,,,,eng,,"Blue Spring School, Stewart County, Tennessee",still image,,photographs,http://vocab.getty.edu/aat/300046300,,,,,"May be protected by copyright. For more information, contact Special Collections at special@utk.edu.",Blue Spring was a small one-teacher school near Kentucky Lake in rural western Stewart County. This photograph shows the teacher and students standing outside the school.,reformatted digital,eng,http://diglib.lib.utk.edu/cgi/b/bib/bib-idx?c=vvs-bib&cc=vvs-bib,Volunteer Voices
0059_000050_000205_0001,0059_000050_000205_0001.jpeg,Education--Tennessee,lcsh,http://id.loc.gov/authorities/subjects/sh2009102520,,,,,,,,,,,,,,,,,,,,Education,D.6,,,,,,,,,,,,,,,,,,,,,Buhler School,,,,,,,,,,,,Era 8 - The Great Depression and World War II (1929-1945),,,Mary Florence Betts Scrapbook,,Dover,Stewart County,Tennessee,,Stewart County Public Library,,,2007-07-17,Middle Tennessee State University,1 digital image; 1 scrapbook,image/jpeg,Compiler,http://id.loc.gov/vocabulary/relators/com,,,,,,"Betts, Mary Florence",,,,,,,,,,,,,,,,,,,,1938-42,1938-42,,,,Stewart County (Tenn.),http://id.loc.gov/authorities/names/n81092195,,,,,,,,eng,,"Teacher and Students at Buhler School, Stewart County, Tennessee",still image,,photographs,http://vocab.getty.edu/aat/300046300,,,,,"May be protected by copyright. For more information, contact Special Collections at special@utk.edu.","Several elementary school students stand with their teacher outside the Buhler School in rural northern Stewart county during the late 1930s or early 1940s. The school was located in the Fort Campbell area, and stood on the farm of Rudolph Buhler, a large landowner. The Buhlers were Swiss immigrants who settled in the area in the early 1800s.",reformatted digital,eng,http://diglib.lib.utk.edu/cgi/b/bib/bib-idx?c=vvs-bib&cc=vvs-bib,Volunteer Voices
0059_000050_000206_0001,0059_000050_000206_0001.jpeg,Education--Tennessee,lcsh,http://id.loc.gov/authorities/subjects/sh2009102520,,,,,,,,,,,,,,,,,,,,Education,D.6,,,,,,,,,Stewart County (Tenn.),http://id.loc.gov/authorities/names/n81092195,"36.48333N, 87.83334W",,,,,,,,,,Buhler School,,,,,,,,,,,,Era 8 - The Great Depression and World War II (1929-1945),,,Mary Florence Betts Scrapbook,,Dover,Stewart County,Tennessee,,Stewart County Public Library,,,2007-07-17,Middle Tennessee State University,1 digital image; 1 scrapbook,image/jpeg,Compiler,http://id.loc.gov/vocabulary/relators/com,,,,,,"Betts, Mary Florence",,,,,,,,,,,,,,,,,,,,1942,1942,,,,Stewart County (Tenn.),http://id.loc.gov/authorities/names/n81092195,,,,,,,,eng,,"Camp Area, Buhler School, 1942",still image,,photographs,http://vocab.getty.edu/aat/300046300,,,,,"May be protected by copyright. For more information, contact Special Collections at special@utk.edu.","This photograph show four boys standing around a flag pole at the camp area of the Buhler School in rural northeastern Stewart County, Tennessee, in 1942.",reformatted digital,eng,http://diglib.lib.utk.edu/cgi/b/bib/bib-idx?c=vvs-bib&cc=vvs-bib,Volunteer Voices
0059_000050_000207_0001,0059_000050_000207_0001.jpeg,Education--Tennessee,lcsh,http://id.loc.gov/authorities/subjects/sh2009102520,,,,,,,,,,,,,,,,,,,,Education,D.6,,,,,,,,,Stewart County (Tenn.),http://id.loc.gov/authorities/names/n81092195,"36.48333N, 87.83334W",,,,,,,,,,"Hilliard, Mabel",,,Upper Long Creek School,,,,,,,,,Era 8 - The Great Depression and World War II (1929-1945),,,Mary Florence Betts Scrapbook,,Dover,Stewart County,Tennessee,,Stewart County Public Library,,,2007-07-17,Middle Tennessee State University,1 digital image; 1 scrapbook,image/jpeg,Compiler,http://id.loc.gov/vocabulary/relators/com,,,,,,"Betts, Mary Florence",,,,,,,,,,,,,,,,,,,,1942,1942,,,,Stewart County (Tenn.),http://id.loc.gov/authorities/names/n81092195,,,,,,,,eng,,"Teacher and Students of Upper Long Creek School, Stewart County, Tennessee, 1942",still image,,photographs,http://vocab.getty.edu/aat/300046300,,,,,"May be protected by copyright. For more information, contact Special Collections at special@utk.edu.","This school photograph shows the Miss Mabel Hilliard, the teacher of Upper Long Creek School, with her elementary school pupils in 1942. The one-teacher school educated students from grades one through eight.",reformatted digital,eng,http://diglib.lib.utk.edu/cgi/b/bib/bib-idx?c=vvs-bib&cc=vvs-bib,Volunteer Voices
0059_000050_000208_0001,0059_000050_000208_0001.jpeg,Education--Tennessee,lcsh,http://id.loc.gov/authorities/subjects/sh2009102520,,,,,,,,,,,,,,,,,,,,Education,D.6,,,,,,,,,Stewart County (Tenn.),http://id.loc.gov/authorities/names/n81092195,"36.48333N, 87.83334W",,,,,,,,,,Mullins School,,,,,,,,,,,,Era 8 - The Great Depression and World War II (1929-1945),,,Mary Florence Betts Scrapbook,,Dover,Stewart County,Tennessee,,Stewart County Public Library,,,2007-07-17,Middle Tennessee State University,1 digital image; 1 scrapbook,image/jpeg,Compiler,http://id.loc.gov/vocabulary/relators/com,,,,,,"Betts, Mary Florence",,,,,,,,,,,,,,,,,,,,1938,between 1938 and 1942,1942,,,Stewart County (Tenn.),http://id.loc.gov/authorities/names/n81092195,,,,,,,,eng,,"Teacher and students outside Mullins School, Stewart County, Tennessee",still image,,photographs,http://vocab.getty.edu/aat/300046300,,,,,"May be protected by copyright. For more information, contact Special Collections at special@utk.edu.","A teacher stands with his students outside Mullins School, a one-teacher elementary school in rural western Stewart County.",reformatted digital,eng,http://diglib.lib.utk.edu/cgi/b/bib/bib-idx?c=vvs-bib&cc=vvs-bib,Volunteer Voices
0059_000050_000209_0001,0059_000050_000209_0001.jpeg,Indians of North America,lcsh,http://id.loc.gov/authorities/subjects/sh85065184,"Education, Elementary",lcsh,http://id.loc.gov/authorities/subjects/sh85041059,Tipis,lcsh,http://id.loc.gov/authorities/subjects/sh94002186,School field trips,lcsh,http://id.loc.gov/authorities/subjects/sh85118327,,,,,,,,,,,Education,D.6,Native Americans,D.15,Nature and the Environment,D.16,,,,,Stewart County (Tenn.),http://id.loc.gov/authorities/names/n81092195,"36.48333N, 87.83334W",,,,,,,,,,,,,,,,,,,,,,Era 8 - The Great Depression and World War II (1929-1945),,,Mary Florence Betts Scrapbook,,Dover,Stewart County,Tennessee,,Stewart County Public Library,,,2008-01-09,"University of Tennessee, Knoxville. Special Collections",1 digital image; 1 scrapbook,image/jpeg,Photographer,http://id.loc.gov/vocabulary/relators/pht,,,,,,"Betts, Mary Florence",,,,,,,,,,,,,,,,,,,,1938,between 1938 and 1942,1942,,,,,,,,,,,,eng,,"Students Dressed as Native Americans at Mullins School, Stewart County, Tennessee",still image,,photographs,http://vocab.getty.edu/aat/300046300,,,,,"May be protected by copyright. For more information, contact Special Collections at special@utk.edu.","Elementary students, wearing self-made headdresses, of the Mullins School in Stewart County, Tennessee interact near a teepee. Some appear to be searching for a trail upon the ground.",reformatted digital,eng,http://diglib.lib.utk.edu/cgi/b/bib/bib-idx?c=vvs-bib&cc=vvs-bib,Volunteer Voices
0059_000050_000210_0001,0059_000050_000210_0001.jpeg,Rural schools,lcsh,http://id.loc.gov/authorities/subjects/sh85115928,School buildings,lcsh,http://id.loc.gov/authorities/subjects/sh85118278,,,,,,,,,,,,,,,,,Education,D.6,,,,,,,,,Stewart County (Tenn.),http://id.loc.gov/authorities/names/n81092195,"36.48333N, 87.83334W",,,,,,,,,,,,,,,,,,,,,,Era 8 - The Great Depression and World War II (1929-1945),,,Mary Florence Betts Scrapbook,,Dover,Stewart County,Tennessee,,Stewart County Public Library,,,2007-07-30,"University of Tennessee, Knoxville. Special Collections",1 digital image; 1 photograph,image/jpeg,Photographer,http://id.loc.gov/vocabulary/relators/pht,,,,,,"Betts, Mary Florence",,,,,,,,,,,,,,,,,,,,1938,between 1938 and 1942,1942,,,Stewart County (Tenn.),http://id.loc.gov/authorities/names/n81092195,,,,,,,,eng,,"Students of the O.K. School, Stewart County, Tennessee",still image,,photographs,http://vocab.getty.edu/aat/300046300,,,,,"May be protected by copyright. For more information, contact Special Collections at special@utk.edu.","School is located in southwestern Stewart County.  Clippings associated with the photo report on a new P.T.A. being organized, as well as program entitled ""Education for the Common Defense.""",reformatted digital,eng,http://diglib.lib.utk.edu/cgi/b/bib/bib-idx?c=vvs-bib&cc=vvs-bib,Volunteer Voices
0059_000050_000211_0001,0059_000050_000211_0001.jpeg,Rural schools,lcsh,http://id.loc.gov/authorities/subjects/sh85115928,School buildings,lcsh,http://id.loc.gov/authorities/subjects/sh85118278,,,,,,,,,,,,,,,,,Education,D.6,,,,,,,,,Stewart County (Tenn.),http://id.loc.gov/authorities/names/n81092195,"36.48333N, 87.83334W",Fort Campbell (Ky. and Tenn.),http://id.loc.gov/authorities/names/n81146694,E,,,,,,,Smith Grove School,,,,,,,,,,,,Era 8 - The Great Depression and World War II (1929-1945),,,Mary Florence Betts Scrapbook,,Dover,Stewart County,Tennessee,,Stewart County Public Library,,,2007-07-30,"University of Tennessee, Knoxville. Special Collections",1 digital image; 1 photograph,image/jpeg,Photographer,http://id.loc.gov/vocabulary/relators/pht,,,,,,"Betts, Mary Florence",,,,,,,,,,,,,,,,,,,,1938,between 1938 and 1942,1942,,,Stewart County (Tenn.),http://id.loc.gov/authorities/names/n81092195,,,,,,,,eng,,Smith Grove School,still image,,photographs,http://vocab.getty.edu/aat/300046300,,,,,"May be protected by copyright. For more information, contact Special Collections at special@utk.edu.","Three students stand in front of Smith Grove School, one of the many one-teacher schools in Stewart County during the first half of the 20th century. This area became part of Fort Campbell.",reformatted digital,eng,http://diglib.lib.utk.edu/cgi/b/bib/bib-idx?c=vvs-bib&cc=vvs-bib,Volunteer Voices
0059_000050_000212_0001,0059_000050_000212_0001.jpeg,Rural schools,lcsh,http://id.loc.gov/authorities/subjects/sh85115928,School buildings,lcsh,http://id.loc.gov/authorities/subjects/sh85118278,,,,,,,,,,,,,,,,,Education,D.6,,,,,,,,,Stewart County (Tenn.),http://id.loc.gov/authorities/names/n81092195,"36.48333N, 87.83334W",,,,,,,,,,Rushing Creek School,,,,,,,,,,,,Era 8 - The Great Depression and World War II (1929-1945),,,Mary Florence Betts Scrapbook,,Dover,Stewart County,Tennessee,,Stewart County Public Library,,,2007-07-30,"University of Tennessee, Knoxville. Special Collections",1 digital image; 1 photograph,image/jpeg,Associated name,http://id.loc.gov/vocabulary/relators/asn,,,,,,"Betts, Mary Florence",,,,,,,,,,,,,,,,,,,,1938,between 1938 and 1942,1942,,,Stewart County (Tenn.),http://id.loc.gov/authorities/names/n81092195,,,,,,,,eng,,"Teacher and students of Rushing Creek School, Stewart County, Tennessee",still image,,photographs,http://vocab.getty.edu/aat/300046300,,,"Portraits, Group",,"May be protected by copyright. For more information, contact Special Collections at special@utk.edu.","A one-teacher school, it was the farthest northeast in Stewart County, Tennessee.  The land is now part of Fort Campbell.",reformatted digital,eng,http://diglib.lib.utk.edu/cgi/b/bib/bib-idx?c=vvs-bib&cc=vvs-bib,Volunteer Voices
0059_000050_000213_0001,0059_000050_000213_0001.jpeg,Rural schools,lcsh,http://id.loc.gov/authorities/subjects/sh85115928,School buildings,lcsh,http://id.loc.gov/authorities/subjects/sh85118278,,,,,,,,,,,,,,,,,Education,D.6,,,,,,,,,Stewart County (Tenn.),http://id.loc.gov/authorities/names/n81092195,"36.48333N, 87.83334W",,,,,,,,,,Taylor's Chapel School,,,,,,,,,,,,Era 8 - The Great Depression and World War II (1929-1945),,,Mary Florence Betts Scrapbook,,Dover,Stewart County,Tennessee,,Stewart County Public Library,,,2007-07-30,"University of Tennessee, Knoxville. Special Collections",1 digital image; 1 photograph,image/jpeg,Associated name,http://id.loc.gov/vocabulary/relators/asn,,,,,,"Betts, Mary Florence",,,,,,,,,,,,,,,,,,,,1939,between 1939 and 1942,1942,,,Stewart County (Tenn.),http://id.loc.gov/authorities/names/n81092195,,,,,,,,eng,,"Teacher and students of Taylor's Chapel School, Stewart County, Tennessee",still image,,photographs,http://vocab.getty.edu/aat/300046300,,,"Portraits, Group",,"May be protected by copyright. For more information, contact Special Collections at special@utk.edu.","Taylor's Chapel School, a one-teacher elementary school in rural southeastern Stewart County, Tennessee.",reformatted digital,eng,http://diglib.lib.utk.edu/cgi/b/bib/bib-idx?c=vvs-bib&cc=vvs-bib,Volunteer Voices
0059_000050_000215_0001,0059_000050_000215_0001.jpeg,Rural schools,lcsh,http://id.loc.gov/authorities/subjects/sh85115928,School buildings,lcsh,http://id.loc.gov/authorities/subjects/sh85118278,,,,,,,,,,,,,,,,,Education,D.6,,,,,,,,,Stewart County (Tenn.),http://id.loc.gov/authorities/names/n81092195,"36.48333N, 87.83334W",,,,,,,,,,,,,,,,,,,,,,Era 8 - The Great Depression and World War II (1929-1945),,,Mary Florence Betts Scrapbook,,Dover,Stewart County,Tennessee,,Stewart County Public Library,,,2007-07-30,"University of Tennessee, Knoxville. Special Collections",1 digital image; 1 photograph,image/jpeg,Associated name,http://id.loc.gov/vocabulary/relators/asn,,,,,,"Betts, Mary Florence",,,,,,,,,,,,,,,,,,,,1938,between 1938 and 1942,1942,,,Stewart County (Tenn.),http://id.loc.gov/authorities/names/n81092195,,,,,,,,eng,,"Teacher and students of Tharpe School, Stewart County, Tennessee",still image,,photographs,http://vocab.getty.edu/aat/300046300,,,"Portraits, Group",,"May be protected by copyright. For more information, contact Special Collections at special@utk.edu.","Students pose with their teacher outside of the Tharpe School, a one-teacher elementary school in rural Stewart County, Tennessee. This area became part of Fort Campbell.",reformatted digital,eng,http://diglib.lib.utk.edu/cgi/b/bib/bib-idx?c=vvs-bib&cc=vvs-bib,Volunteer Voices
0059_000050_000217_0001,0059_000050_000217_0001.jpeg,Rural schools,lcsh,http://id.loc.gov/authorities/subjects/sh85115928,School photography,lcsh,http://id.loc.gov/authorities/subjects/sh85118376,,,,,,,,,,,,,,,,,Education,D.6,,,,,,,,,Stewart County (Tenn.),http://id.loc.gov/authorities/names/n81092195,"36.48333N, 87.83334W",,,,,,,,,,Throckmorton School,,,,,,,,,,,,Era 8 - The Great Depression and World War II (1929-1945),,,Mary Florence Betts Scrapbook,,Dover,Stewart County,Tennessee,,Stewart County Public Library,,,2007-07-30,"University of Tennessee, Knoxville. Special Collections",1 digital image; 1 photograph,image/jpeg,Associated name,http://id.loc.gov/vocabulary/relators/asn,,,,,,"Betts, Mary Florence",,,,,,,,,,,,,,,,,,,,1949,1949,,,,Stewart County (Tenn.),http://id.loc.gov/authorities/names/n81092195,,,,,,,,eng,,"Students of Throckmorton School, Stewart County, Tennessee, 1949",still image,,photographs,http://vocab.getty.edu/aat/300046300,,,"Portraits, Group",,"May be protected by copyright. For more information, contact Special Collections at special@utk.edu.","Students of Throckmorton School in rural southeastern Stewart County, Tennessee, pose for a school photograph in 1949.",reformatted digital,eng,http://diglib.lib.utk.edu/cgi/b/bib/bib-idx?c=vvs-bib&cc=vvs-bib,Volunteer Voices
